Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.563519427
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,36779.05949
Puerto Rico,PRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3205691
Puerto Rico,PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.634
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Puerto Rico,PRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,11232231820
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.75845168
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,4194.687369
Pacific island small states,PSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2677728
Pacific island small states,PSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.82153546
Pacific island small states,PSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,..
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Qatar,QAT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Qatar,QAT,"Population, total",SP.POP.TOTL,2716391
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.354
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.027648992
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,3.51003E+11
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.148476996
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,18419.41871
Romania,ROU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Romania,ROU,"Population, total",SP.POP.TOTL,19056116
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.672
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.39718748
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.592
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2.02142E+12
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.6
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,13817.0459
Russian Federation,RUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Russian Federation,RUS,"Population, total",SP.POP.TOTL,143826130
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.331
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Russian Federation,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.076
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,3.77782E+11
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.601662303
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6253.161613
South Africa,ZAF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,60414495
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.819
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.148389816
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.073908532
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,32.098
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2.03275E+12
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.955095532
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1636.808741
Sub-Saharan Africa,SSF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1241897817
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.91023696
Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sub-Saharan Africa,SSF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.052982385
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2.03061E+12
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.954888115
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1635.242113
Sub-Saharan Africa (excluding high income),SSA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1241778044
Sub-Saharan Africa (excluding high income),SSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.90870241
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sub-Saharan Africa (excluding high income),SSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.089978603
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2.03275E+12
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.955095532
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1636.808741
Sub-Saharan Africa (IDA & IBRD countries),TSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1241897817
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.91023696
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.052982385
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1.32794E+11
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.596454971
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,24470.23854
Slovak Republic,SVK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5426740
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.027
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.53194766
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.841
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,..
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Syrian Arab Republic,SYR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,23227014
Syrian Arab Republic,SYR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.409
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1.06758E+12
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.754914811
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,28894.96335
Saudi Arabia,SAU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,36947025
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.95
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.1146698
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.327085184
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.008
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,75187125427
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.527793336
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,11360.95951
Serbia,SRB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Serbia,SRB,"Population, total",SP.POP.TOTL,6618026
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.113
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.37190436
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.268
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,5.01428E+11
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.075031751
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,84734.25592
Singapore,SGP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Singapore,SGP,"Population, total",SP.POP.TOTL,5917648
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.18787837
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.821467295
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.444
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,68216781411
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.586899383
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,32163.51142
Slovenia,SVN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Slovenia,SVN,"Population, total",SP.POP.TOTL,2120937
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.088
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.446877174
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.652
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,11679800110
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.102961996
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,643.7500288
Somalia,SOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Somalia,SOM,"Population, total",SP.POP.TOTL,18143378
Somalia,SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.92
Somalia,SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Somalia,SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..
South Sudan,SSD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
South Sudan,SSD,"Population, total",SP.POP.TOTL,11088796
South Sudan,SSD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.195
South Sudan,SSD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.382804348
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,4.47557E+12
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.35285494
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2308.719777
South Asia,SAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
South Asia,SAS,"Population, total",SP.POP.TOTL,1938549529
South Asia,SAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.31229778
South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.84819454
South Asia,SAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.114759517
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.171243814
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,4.47557E+12
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.35285494
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2308.719777
South Asia (IDA & IBRD),TSA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1938549529
South Asia (IDA & IBRD),TSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.31229778
South Asia (IDA & IBRD),TSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.84819454
South Asia (IDA & IBRD),TSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.114759517
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.171243814
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1.58069E+12
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.50329436
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,32676.98371
Spain,ESP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Spain,ESP,"Population, total",SP.POP.TOTL,48373336
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.552
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.532361335
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.179
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,84356860421
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.298045112
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3827.964806
Sri Lanka,LKA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22037000
Sri Lanka,LKA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.211
Sri Lanka,LKA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.827745676
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.54117423
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1.09327E+11
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-12.0467792
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2272.485596
Sudan,SDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sudan,SDN,"Population, total",SP.POP.TOTL,48109006
Sudan,SDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.342
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,5.93268E+11
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.196170995
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,56305.2502
Sweden,SWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sweden,SWE,"Population, total",SP.POP.TOTL,10536632
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.738
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.548624897
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.611
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,8.8494E+11
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.716066869
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,99994.93802
Switzerland,CHE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Switzerland,CHE,"Population, total",SP.POP.TOTL,8849852
Switzerland,CHE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.202
Switzerland,CHE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.13540088
Switzerland,CHE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.043
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2.98978E+11
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.530624568
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,14884.75691
Small states,SST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Small states,SST,"Population, total",SP.POP.TOTL,20086203
Small states,SST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.88795678
Small states,SST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Small states,SST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.389840175
Small states,SST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,79158286334
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.188056392
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1211.058594
Tanzania,TZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Tanzania,TZA,"Population, total",SP.POP.TOTL,67438106
Tanzania,TZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.409
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.260152817
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.799232914
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,5.14945E+11
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.882817461
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7171.808093
Thailand,THA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Thailand,THA,"Population, total",SP.POP.TOTL,71801279
Thailand,THA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.608
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.521222115
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.228026235
Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.733
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,48529595417
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.423648408
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3895.386639
Tunisia,TUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Tunisia,TUN,"Population, total",SP.POP.TOTL,12458223
Tunisia,TUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.544
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.733988762
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.328995975
Tunisia,TUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.106
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,59887334844
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.3
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,9190.671543
Turkmenistan,TKM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6516100
Turkmenistan,TKM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.003
Turkmenistan,TKM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.746510029
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,49272882214
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.231874106
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,1014.213978
Uganda,UGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Uganda,UGA,"Population, total",SP.POP.TOTL,48582334
Uganda,UGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.771
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.551593781
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.350948043
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1.78757E+11
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.3
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,5181.362793
Ukraine,UKR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Ukraine,UKR,"Population, total",SP.POP.TOTL,37000000
Ukraine,UKR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.095
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.84902228
Ukraine,UKR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,5.04173E+11
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.403857206
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,52976.80838
United Arab Emirates,ARE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9516871
United Arab Emirates,ARE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.779
United Arab Emirates,ARE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.151
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,3.34003E+12
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.104017849
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,48866.60396
United Kingdom,GBR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
United Kingdom,GBR,"Population, total",SP.POP.TOTL,68350000
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.642
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.793967068
United Kingdom,GBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.025
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2.73609E+13
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.542700299
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,81695.18707
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
United States,USA,"Population, total",SP.POP.TOTL,334914895
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.298
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.116338384
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.638
